TERM	DOID
"aortic disease"	"DOID520"
"aortic disorder"	"DOID520"
"disorder of the aorta (disorder)"	"DOID520"
"urinary tract obstruction"	"DOID5200"
"obstructive uropathy"	"DOID5200"
"urinary obstruction"	"DOID5200"
"fructose-1,6-bisphosphatase deficiency"	"DOID5204"
"fructose 1 phosphate aldolase deficiency"	"DOID5204"
"fructose-1,6-diphosphatase deficiency"	"DOID5204"
"monodermal teratoma"	"DOID5207"
"monodermal teratoma (morphologic abnormality)"	"DOID5207"
"ovarian monodermal teratoma"	"DOID5207"
"malignant struma ovarii"	"DOID5208"
"struma ovarii, malignant (morphologic abnormality)"	"DOID5208"
"benign struma ovarii"	"DOID5209"
"congenital disorder of glycosylation"	"DOID5212"
"carbohydrate-deficient glycoprotein syndrome"	"DOID5212"
"chronic inflammatory demyelinating polyradiculoneuropathy"	"DOID5213"
"chronic inflammatory demyelinating polyradiculoneuropathy (disorder)"	"DOID5213"
"demyelinating polyneuropathy"	"DOID5214"
"peripheral demyelinating neuropathy (disorder)"	"DOID5214"
"chronic polyneuropathy"	"DOID5221"
"acute necrotizing encephalitis"	"DOID5222"
"acute necrotizing encephalitis"	"DOID5222"
"acute necrotizing encephalitis (disorder)"	"DOID5222"
"infertility"	"DOID5223"
"acute hemorrhagic encephalitis"	"DOID5224"
"von economo's disease"	"DOID5225"
"encephalitis lethargica"	"DOID5225"
"encephalitis lethargica"	"DOID5225"
"encephalitis lethargica"	"DOID5225"
"encephalitis lethargica (disorder)"	"DOID5225"
"encephalitis lethargica (disorder) [ambiguous]"	"DOID5225"
"von economo disease"	"DOID5225"
"hepatoerythropoietic porphyria"	"DOID5230"
"aortic valve prolapse"	"DOID5232"
"glomangiosarcoma"	"DOID5233"
"malignant glomus neoplasm"	"DOID5233"
"subungual glomus tumor"	"DOID5236"
"subungual glomus tumor"	"DOID5236"
"benign perivascular tumor"	"DOID5238"
"retinal hemangioblastoma"	"DOID5240"
"hemangioblastoma"	"DOID5241"
"capillary hemangioblastoma"	"DOID5241"
"hilar cholangiocellular carcinoma"	"DOID5246"
"central nervous system vasculitis"	"DOID525"
"inflammatory leiomyosarcoma"	"DOID5251"
"conventional leiomyosarcoma"	"DOID5253"
"central nervous system leiomyosarcoma"	"DOID5254"
"leiomyosarcoma of the cns"	"DOID5254"
"granular cell leiomyosarcoma"	"DOID5258"
"colon leiomyosarcoma"	"DOID5259"
"colonic leiomyosarcoma"	"DOID5259"
"human immunodeficiency virus infectious disease"	"DOID526"
"hiv infection"	"DOID526"
"colon sarcoma"	"DOID5260"
"colonic sarcoma"	"DOID5260"
"heart leiomyosarcoma"	"DOID5261"
"leiomyosarcoma of heart"	"DOID5261"
"heart sarcoma"	"DOID5262"
"cardiac sarcoma"	"DOID5262"
"sarcoma of heart"	"DOID5262"
"ovary leiomyosarcoma"	"DOID5263"
"leiomyosarcoma of ovary"	"DOID5263"
"epithelioid leiomyosarcoma"	"DOID5264"
"lung leiomyosarcoma"	"DOID5265"
"pulmonary leiomyosarcoma"	"DOID5265"
"anus leiomyosarcoma"	"DOID5267"
"leiomyosarcoma of anus"	"DOID5267"
"myxoid leiomyosarcoma"	"DOID5268"
"myxoid leiomyosarcoma"	"DOID5268"
"myxoid leiomyosarcoma"	"DOID5268"
"myxoid leiomyosarcoma (morphologic abnormality)"	"DOID5268"
"small intestine leiomyosarcoma"	"DOID5271"
"leiomyosarcoma of the small bowel"	"DOID5271"
"small intestinal sarcoma"	"DOID5272"
"sarcoma of the small intestine"	"DOID5272"
"cutaneous leiomyosarcoma"	"DOID5273"
"cutaneous leiomyosarcoma (disorder)"	"DOID5273"
"leiomyosarcoma of the skin"	"DOID5273"
"malignant dermis tumor"	"DOID5274"
"malignant neoplasm of dermis"	"DOID5274"
"malignant tumor of dermis (disorder)"	"DOID5274"
"gallbladder leiomyosarcoma"	"DOID5275"
"leiomyosarcoma of the gallbladder"	"DOID5275"
"esophagus leiomyosarcoma"	"DOID5276"
"leiomyosarcoma of esophagus"	"DOID5276"
"hydrarthrosis"	"DOID528"
"gastric leiomyosarcoma"	"DOID5280"
"prostate leiomyosarcoma"	"DOID5282"
"leiomyosarcoma of the prostate"	"DOID5282"
"vagina leiomyosarcoma"	"DOID5283"
"leiomyosarcoma of the vagina"	"DOID5283"
"retroperitoneal leiomyosarcoma"	"DOID5284"
"breast leiomyosarcoma"	"DOID5285"
"leiomyosarcoma of the breast"	"DOID5285"
"vulvar leiomyosarcoma"	"DOID5286"
"kidney leiomyosarcoma"	"DOID5287"
"leiomyosarcoma of kidney"	"DOID5287"
"larynx leiomyosarcoma"	"DOID5288"
"leiomyosarcoma of larynx"	"DOID5288"
"uterus leiomyosarcoma"	"DOID5289"
"leiomyosarcoma of corpus uteri"	"DOID5289"
"blepharospasm"	"DOID529"
"blepharospasm (disorder)"	"DOID529"
"mediastinum leiomyosarcoma"	"DOID5292"
"leiomyosarcoma of mediastinum"	"DOID5292"
"extrahepatic bile duct leiomyosarcoma"	"DOID5293"
"leiomyosarcoma of the bile duct"	"DOID5293"
"intestinal disease"	"DOID5295"
"liver leiomyosarcoma"	"DOID5296"
"leiomyosarcoma of the liver"	"DOID5296"
"rectum leiomyosarcoma"	"DOID5297"
"leiomyosarcoma of rectum"	"DOID5297"
"endometrial clear cell adenocarcinoma"	"DOID5299"
"clear cell carcinoma of endometrium"	"DOID5299"
"pituitary gland disease"	"DOID53"
"pituitary disease"	"DOID53"
"eyelid disease"	"DOID530"
"fallopian tube clear cell adenocarcinoma"	"DOID5301"
"clear cell carcinoma of the fallopian tube"	"DOID5301"
"uterine ligament clear cell adenocarcinoma"	"DOID5302"
"cervical clear cell adenocarcinoma"	"DOID5303"
"clear cell carcinoma of the cervix uteri"	"DOID5303"
"ovarian clear cell adenocarcinoma"	"DOID5304"
"bladder clear cell adenocarcinoma"	"DOID5306"
"bladder mesonephric adenocarcinoma"	"DOID5306"
"urethra clear cell adenocarcinoma"	"DOID5307"
"clear cell adenocarcinoma of the urethra"	"DOID5307"
"ampulla of vater clear cell adenocarcinoma"	"DOID5308"
"epithelial-myoepithelial carcinoma"	"DOID5309"
"glycogen-rich clear cell breast carcinoma"	"DOID5310"
"glycogen-rich carcinoma"	"DOID5310"
"glycogen-rich carcinoma"	"DOID5310"
"glycogen-rich carcinoma (morphologic abnormality)"	"DOID5310"
"vulvar alveolar soft part sarcoma"	"DOID5313"
"fallopian tube germ cell cancer"	"DOID5324"
"roberts syndrome"	"DOID5325"
"long bone deficiencies associated with cleft lip-palate"	"DOID5325"
"retinal detachment"	"DOID5327"
"thymus gland disease"	"DOID533"
"disease of thymus gland"	"DOID533"
"dental pulp disease"	"DOID5330"
"dental pulp disorder"	"DOID5330"
"disorder of pulp of tooth (disorder)"	"DOID5330"
"pulp disorder"	"DOID5330"
"testicular granulosa cell tumor"	"DOID5331"
"granulosa cell tumor of testis"	"DOID5331"
"paraphimosis"	"DOID5334"
"paraphimosis (disorder)"	"DOID5334"
"epulis"	"DOID5337"
"epulides"	"DOID5337"
"epulis (morphologic abnormality)"	"DOID5337"
"gingival polyp"	"DOID5337"
"gingival polyp (disorder)"	"DOID5337"
"polyp of gum"	"DOID5337"
"gingival hypertrophy"	"DOID5338"
"hypertrophy of gingivae"	"DOID5338"
"cyclic hematopoiesis"	"DOID5339"
"cyclic agranulocytosis"	"DOID5339"
"cyclic hematopoiesis"	"DOID5339"
"cyclic neutropenia (disorder)"	"DOID5339"
"cyclical neutropenia"	"DOID5339"
"cyclical neutropenia (disorder)"	"DOID5339"
"neutropenia, periodic"	"DOID5339"
"anterograde amnesia"	"DOID5340"
"pineal region yolk sac tumor"	"DOID5341"
"pineal region yolk sac neoplasm"	"DOID5341"
"childhood endodermal sinus tumor"	"DOID5342"
"childhood endodermal sinus neoplasm"	"DOID5342"
"pediatric yolk sac tumor"	"DOID5342"
"central nervous system endodermal sinus tumor"	"DOID5343"
"childhood central nervous system endodermal sinus neoplasm"	"DOID5343"
"pediatric central nervous system yolk sac tumor"	"DOID5343"
"yolk sac tumor of the cns"	"DOID5343"
"testicular yolk sac tumor"	"DOID5344"
"testicular yolk sac neoplasm"	"DOID5344"
"testicular non-seminomatous germ cell cancer"	"DOID5345"
"malignant non-seminomatous germ cell tumor of testis"	"DOID5345"
"adult endodermal sinus tumor"	"DOID5348"
"adult endodermal sinus neoplasm"	"DOID5348"
"adult yolk sac neoplasm"	"DOID5348"
"central nervous system adult germ cell tumor"	"DOID5349"
"germ cell tumor of the adult cns"	"DOID5349"
"sleep disorder"	"DOID535"
"non-organic sleep disorder"	"DOID535"
"ovarian endodermal sinus tumor"	"DOID5350"
"endodermal sinus tumor of ovary (disorder)"	"DOID5350"
"ovarian yolk sac tumor"	"DOID5350"
"ovarian primitive germ cell tumor"	"DOID5351"
"colonic disease"	"DOID5353"
"colon disorder"	"DOID5353"
"focal epithelial hyperplasia"	"DOID5362"
"heck disease"	"DOID5362"
"heck's disease"	"DOID5362"
"multifocal epithelial hyperplasia"	"DOID5362"
"myxoid liposarcoma"	"DOID5363"
"myxoid liposarcoma"	"DOID5363"
"myxoid liposarcoma (disorder)"	"DOID5363"
"myxoid liposarcoma (morphologic abnormality)"	"DOID5363"
"pulmonary coin lesion"	"DOID5364"
"coin lesion lung"	"DOID5364"
"coin lesion of lung"	"DOID5364"
"coin lesion of lung (context-dependent category)"	"DOID5364"
"coin lesion of lung (finding)"	"DOID5364"
"wolffian duct adenocarcinoma"	"DOID5368"
"breast hemangiopericytoma"	"DOID5370"
"retroperitoneal hemangiopericytoma"	"DOID5373"
"pilomatrixoma"	"DOID5374"
"benign pilomatricoma"	"DOID5374"
"pilomatricoma"	"DOID5374"
"pilomatrixoma (disorder)"	"DOID5374"
"pilomatrixoma (morphologic abnormality)"	"DOID5374"
"hair follicle neoplasm"	"DOID5375"
"hair matrix neoplasm"	"DOID5375"
"hair matrix tumour"	"DOID5375"
"skin pilomatrix carcinoma"	"DOID5376"
"malignant pilomatricoma"	"DOID5376"
"pilomatricoma, malignant"	"DOID5376"
"pilomatrix carcinoma of skin (disorder)"	"DOID5376"
"hemoglobin d disease"	"DOID5378"
"hb-d disease"	"DOID5378"
"hemoglobin d disease"	"DOID5378"
"hemoglobin d disease (disorder)"	"DOID5378"
"hemoglobin e disease"	"DOID5379"
"hb-e disease"	"DOID5379"
"hemoglobin e disease"	"DOID5379"
"hemoglobin e disease (disorder)"	"DOID5379"
"internuclear ophthalmoplegia"	"DOID538"
"internuclear ophthalmoplegia"	"DOID538"
"internuclear ophthalmoplegia (disorder)"	"DOID538"
"bile duct adenoma"	"DOID5381"
"bile duct adenoma (morphologic abnormality)"	"DOID5381"
"bile duct adenoma (morphologic abnormality)"	"DOID5381"
"cholangioadenoma"	"DOID5381"
"bartholin's gland adenoma"	"DOID5382"
"bartholin gland adenoma"	"DOID5382"
"bile duct cystadenoma"	"DOID5384"
"bile duct cystadenoma (morphologic abnormality)"	"DOID5384"
"cystadenoma of the bile duct"	"DOID5384"
"mixed cell adenoma"	"DOID5385"
"lung adenoma"	"DOID5386"
"adenoma of lung (disorder)"	"DOID5386"
"pulmonary adenoma"	"DOID5386"
"middle ear adenoma"	"DOID5387"
"adenoma of the middle ear"	"DOID5387"
"oxyphilic adenoma"	"DOID5389"
"follicular adenoma, oxyphilic cell"	"DOID5389"
"oncocytoma"	"DOID5389"
"ophthalmoplegia"	"DOID539"
"oculomotor paralysis"	"DOID539"
"ophthalmoplegia (disorder)"	"DOID539"
"ophthalmoplegia nos"	"DOID539"
"ophthalmoplegia nos"	"DOID539"
"ophthalmoplegia nos"	"DOID539"
"total ophthalmoplegia"	"DOID539"
"total ophthalmoplegia (disorder)"	"DOID539"
"clear cell adenoma"	"DOID5390"
"clear cell adenoma (morphologic abnormality)"	"DOID5390"
"bronchus adenoma"	"DOID5391"
"bronchial adenoma"	"DOID5391"
"bronchial adenoma nos (morphologic abnormality)"	"DOID5391"
"bronchial adenoma, nos"	"DOID5391"
"acidophil adenoma"	"DOID5392"
"eosinophil adenoma"	"DOID5392"
"brain angioma"	"DOID5393"
"prolactinoma"	"DOID5394"
"familial prolactinoma"	"DOID5394"
"pituitary adenoma, prolactin-secreting"	"DOID5394"
"prolactinoma of pituitary gland"	"DOID5394"
"functioning pituitary adenoma"	"DOID5395"
"secretory adenoma of the pituitary gland"	"DOID5395"
"prolactin producing pituitary tumor"	"DOID5396"
"malignant prolactin producing neoplasm of pituitary gland"	"DOID5396"
"malignant prolactinoma"	"DOID5396"
"prolactin secreting tumor of pituitary"	"DOID5396"
"lipoadenoma"	"DOID5398"
"lipoadenoma (morphologic abnormality)"	"DOID5398"
"strabismus"	"DOID540"
"water-clear cell adenoma"	"DOID5401"
"water-clear cell adenoma (morphologic abnormality)"	"DOID5401"
"vaginal adenoma"	"DOID5402"
"microcystic adenoma"	"DOID5403"
"microcystic adenoma"	"DOID5403"
"microcystic adenoma"	"DOID5403"
"microcystic adenoma (morphologic abnormality)"	"DOID5403"
"paget's disease of bone"	"DOID5408"
"osseous paget's disease"	"DOID5408"
"osteitis deformans"	"DOID5408"
"paget disease of bone"	"DOID5408"
"paget's bone disease"	"DOID5408"
"lung small cell carcinoma"	"DOID5409"
"oat cell carcinoma of lung (disorder)"	"DOID5409"
"sclc"	"DOID5409"
"small cell carcinoma of lung (disorder)"	"DOID5409"
"small cell neuroendocrine carcinoma of lung"	"DOID5409"
"pulmonary neuroendocrine tumor"	"DOID5410"
"lung oat cell carcinoma"	"DOID5411"
"oat cell carcinoma"	"DOID5411"
"oat cell carcinoma (morphologic abnormality)"	"DOID5411"
"poorly differentiated endocrine neoplasm"	"DOID5411"
"lung occult small cell carcinoma"	"DOID5414"
"occult small cell carcinoma of the lung"	"DOID5414"
"schizoaffective disorder"	"DOID5418"
"schizophrenia"	"DOID5419"
"schizophrenia-1"	"DOID5419"
"lung combined type small cell carcinoma"	"DOID5421"
"combined small cell carcinoma of the lung"	"DOID5421"
"ovarian hyperstimulation syndrome"	"DOID5425"
"secondary meig's syndrome"	"DOID5425"
"premature ovarian failure"	"DOID5426"
"hypergonadotropic hypogonadism"	"DOID5426"
"premature ovarian insufficiency"	"DOID5426"
"primary ovarian insufficiency"	"DOID5426"
"urinary bladder villous adenoma"	"DOID5427"
"villous adenoma of urinary bladder"	"DOID5427"
"bladder flat intraepithelial lesion"	"DOID5429"
"flat intraepithelial lesion of the urinary bladder"	"DOID5429"
"dystonia"	"DOID543"
"dystonic disease"	"DOID543"
"bladder papillary transitional cell neoplasm"	"DOID5432"
"urinary bladder papillary urothelial neoplasm"	"DOID5432"
"urinary tract papillary transitional cell benign neoplasm"	"DOID5433"
"inverted papilloma of urinary tract"	"DOID5433"
"papillary transitional cell neoplasm of the urinary tract"	"DOID5433"
"urinary tract inverted papilloma"	"DOID5433"
"scrapie"	"DOID5434"
"variant creutzfeldt-jakob disease"	"DOID5435"
"bovine spongiform encephalopathy"	"DOID5435"
"bovine spongiform encephalopathy (disorder)"	"DOID5435"
"intrahepatic bile duct adenoma"	"DOID5437"
"adenoma of the intrahepatic bile duct"	"DOID5437"
"extrahepatic bile duct adenoma"	"DOID5438"
"adenoma of the extrahepatic bile duct"	"DOID5438"
"papillary hidradenoma"	"DOID5439"
"eccrine acrospiroma"	"DOID5442"
"eccrine acrospiroma"	"DOID5442"
"eccrine hidradenoma (disorder)"	"DOID5442"
"eccrine hidradenoma of skin"	"DOID5442"
"poroma (acrospiroma)"	"DOID5442"
"clear cell hidradenoma"	"DOID5443"
"clear cell hidradenoma"	"DOID5443"
"clear cell hidradenoma (morphologic abnormality)"	"DOID5443"
"clear cell myoepithelioma"	"DOID5443"
"clear cell myoepithelioma"	"DOID5443"
"spiradenoma"	"DOID5444"
"benign eccrine spiradenoma"	"DOID5444"
"eccrine spiradenoma (morphologic abnormality)"	"DOID5444"
"eccrine spiradenoma of skin"	"DOID5444"
"syringocystadenoma papilliferum"	"DOID5445"
"papillary syringadenoma (morphologic abnormality)"	"DOID5445"
"papillary syringadenoma (syringocystadenoma papilliferum)"	"DOID5445"
"syringocystadenoma papilliferum (disorder)"	"DOID5445"
"eccrine papillary adenoma"	"DOID5446"
" eccrine papillary adenoma (morphologic abnormality)"	"DOID5446"
"eccrine papillary adenoma (morphologic abnormality)"	"DOID5446"
"eccrine papillary adenoma morphology (morphologic abnormality)"	"DOID5446"
"eccrine papillary adenoma of skin (disorder)"	"DOID5446"
"pulmonary venoocclusive disease"	"DOID5453"
"pulmonary veno-occlusive disease (disorder)"	"DOID5453"
"laryngeal neuroendocrine tumor"	"DOID5457"
"neuroendocrine tumor of larynx"	"DOID5457"
"cochlear disease"	"DOID5463"
"conjunctival intraepithelial neoplasm"	"DOID5465"
"intraepithelial neoplasia of conjunctiva"	"DOID5465"
"conjunctival cancer"	"DOID5467"
"conjunctival tumor"	"DOID5467"
"malignant conjunctival tumor"	"DOID5467"
"malignant neoplasm of conjunctiva"	"DOID5467"
"malignant neoplasm of conjunctiva (primary)"	"DOID5467"
"malignant tumor of conjunctiva (disorder)"	"DOID5467"
"neoplasm of conjunctiva"	"DOID5467"
"biliary papillomatosis"	"DOID5468"
"bile duct papillomatosis"	"DOID5468"
"biliary tract intraductal papillary mucinous neoplasm"	"DOID5469"
"ovarian serous adenofibroma"	"DOID5474"
"uterine corpus adenofibroma"	"DOID5475"
"adenofibroma of corpus uteri"	"DOID5475"
"cervical adenofibroma"	"DOID5476"
"clear cell adenofibroma"	"DOID5477"
"clear cell adenofibroma"	"DOID5477"
"clear cell adenofibroma (morphologic abnormality)"	"DOID5477"
"fallopian tube adenofibroma"	"DOID5478"
"papillary adenofibroma"	"DOID5479"
"papillary adenofibroma"	"DOID5479"
"ovarian endometrioid adenofibroma"	"DOID5480"
"cystadenofibroma"	"DOID5482"
"cystadenofibroma, nos"	"DOID5482"
"fibrous synovial sarcoma"	"DOID5484"
"fibrous sarcoma of synovium"	"DOID5484"
"synovial sarcoma"	"DOID5485"
"spindle cell synovial sarcoma"	"DOID5487"
"synovial sarcoma with spindle cell components"	"DOID5487"
"synovial sarcoma, monophasic fibrous"	"DOID5487"
"mediastinum synovial sarcoma"	"DOID5488"
"synovial sarcoma of mediastinum"	"DOID5488"
"biphasic synovial sarcoma"	"DOID5492"
"biphasic sarcoma of synovium"	"DOID5492"
"synovial sarcoma, biphasic (morphologic abnormality)"	"DOID5492"
"epithelioid cell synovial sarcoma"	"DOID5494"
"epithelioid synovial sarcoma"	"DOID5494"
"synovial sarcoma, epithelioid cell (morphologic abnormality)"	"DOID5494"
"monophasic synovial sarcoma"	"DOID5495"
"monophasic sarcoma of synovium"	"DOID5495"
"cellular ependymoma"	"DOID5500"
"pediculus humanus capitis infestation"	"DOID5501"
"head louse infestation"	"DOID5501"
"pediculosis capitis (disorder)"	"DOID5501"
"pediculus capitis"	"DOID5501"
"pediculus capitis"	"DOID5501"
"pediculus capitis [head louse]"	"DOID5501"
"pediculus capitis infestation"	"DOID5501"
"lice infestation"	"DOID5502"
"infestation by pediculus (disorder)"	"DOID5502"
"lice infestation, nos"	"DOID5502"
"louse infestation (& [pediculosis and phthirus] or [lice])"	"DOID5502"
"louse infestation (disorder)"	"DOID5502"
"mixed pediculosis"	"DOID5502"
"mixed pediculosis (disorder)"	"DOID5502"
"mixed pediculosis infestation"	"DOID5502"
"pediculosis"	"DOID5502"
"pediculosis + lice nos"	"DOID5502"
"pediculosis + lice nos"	"DOID5502"
"pediculosis and phthirus infection"	"DOID5502"
"pediculosis and phthirus infection nos (disorder)"	"DOID5502"
"pediculosis and phthirus infections (disorder)"	"DOID5502"
"pediculosis and phthirus infestation"	"DOID5502"
"pediculosis, unspecified"	"DOID5502"
"pediculosis, unspecified"	"DOID5502"
"pediculosis, unspecified (disorder)"	"DOID5502"
"spinal cord ependymoma"	"DOID5503"
"ependymal neoplasm of the spinal cord"	"DOID5503"
"tanycytic ependymoma"	"DOID5504"
"papillary ependymoma"	"DOID5505"
"clear cell ependymoma"	"DOID5507"
"brain stem ependymoma"	"DOID5508"
"ependymoma of the brainstem"	"DOID5508"
"pediatric ependymoma"	"DOID5509"
"toxic pneumonitis"	"DOID551"
"acute chemical fume pulmonary edema"	"DOID551"
"acute chemical pulmonary edema"	"DOID551"
"acute pulmonary edema due to fumes and vapors"	"DOID551"
"bronchitis and pneumonitis due to fumes and vapors"	"DOID551"
"chemical pneumonitis"	"DOID551"
"pneumonitis due to fumes and/or vapors (disorder)"	"DOID551"
"pineal dysgerminoma"	"DOID5510"
"dysgerminoma of ovary"	"DOID5511"
"dysgerminoma of ovary (disorder)"	"DOID5511"
"ovarian dysgerminoma"	"DOID5511"
"pediculus humanus corporis infestation"	"DOID5513"
"body louse infestation"	"DOID5513"
"pediculus corporis"	"DOID5513"
"pediculus corporis [body louse]"	"DOID5513"
"pediculus humanus infestation"	"DOID5513"
"breast squamous cell carcinoma"	"DOID5514"
"breast primary squamous cell carcinoma"	"DOID5514"
"primary squamous cell carcinoma of the breast"	"DOID5514"
"scc of breast"	"DOID5514"
"nasal cavity squamous cell carcinoma"	"DOID5515"
"squamous cell carcinoma of the nasal cavity"	"DOID5515"
"gastric squamous cell carcinoma"	"DOID5516"
"squamous cell carcinoma of stomach"	"DOID5516"
"stomach carcinoma"	"DOID5517"
"cancer of the stomach"	"DOID5517"
"carcinoma of stomach"	"DOID5517"
"carcinoma of stomach (disorder)"	"DOID5517"
"carcinoma of stomach (disorder)"	"DOID5517"
"gastric carcinoma"	"DOID5517"
"penis squamous cell carcinoma"	"DOID5518"
"epidermoid cell carcinoma of penis"	"DOID5518"
"colon squamous cell carcinoma"	"DOID5519"
"colonic epidermoid carcinoma"	"DOID5519"
"pneumonia"	"DOID552"
"acute pneumonia"	"DOID552"
